"sub","mapped_any","status_known","status","ts","decompiled_path"
"sub_44e0e0","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_44E0E0.c"
"sub_44e5d0","yes","yes","🟡 (~84%)","world/Sub44E5D0Pool.ts","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_44E5D0.c"
"sub_44e6c0","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_44E6C0.c"
"sub_44e830","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_44E830.c"
"sub_44eba0","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_44EBA0.c"
"sub_44ec60","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_44EC60.c"
"sub_44eca0","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_44ECA0.c"
"sub_44ed10","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_44ED10.c"
"sub_44ede0","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_44EDE0.c"
"sub_44ee20","yes","yes","🟡 (~85%)","growth/lightTracingSub40E460.ts","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_44EE20.c"
"sub_44f150","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_44F150.c"
"sub_44f260","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_44F260.c"
"sub_44f2a0","yes","yes","🔶","*нет* — пайплайн Three.js","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_44F2A0.c"
"sub_44f3f0","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_44F3F0.c"
"sub_44f480","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_44F480.c"
"sub_44f510","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_44F510.c"
"sub_44f970","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_44F970.c"
"sub_44fba0","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_44FBA0.c"
"sub_44fee0","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_44FEE0.c"
"sub_450440","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_450440.c"
"sub_4504e0","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_4504E0.c"
"sub_450860","yes","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_450860.c"
"sub_450970","yes","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_450970.c"
"sub_450a80","yes","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_450A80.c"
"sub_450b80","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_450B80.c"
"sub_450bd0","yes","yes","🟡 (~85%)","growth/transformChainSub450BD0.ts","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_450BD0.c"
"sub_450c80","yes","yes","✅ (~90%)","growth/sub450C80.ts`, `growth/virtualSlot36.ts`, `growth/detachPipelineSub40EEE0.ts","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_450C80.c"
"sub_450cd0","yes","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_450CD0.c"
"sub_450e10","yes","yes","🟡","growth/lightTracingSub40E460.ts","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_450E10.c"
"sub_450e30","yes","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_450E30.c"
"sub_450f00","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_450F00.c"
"sub_451040","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_451040.c"
"sub_451110","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_451110.c"
"sub_451210","yes","yes","🟡 (~85%)","world/Sub451210Resolver.ts","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_451210.c"
"sub_451320","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_451320.c"
"sub_451460","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_451460.c"
"sub_451720","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_451720.c"
"sub_4517d0","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_4517D0.c"
"sub_4518f0","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_4518F0.c"
"sub_451990","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_451990.c"
"sub_451a80","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_451A80.c"
"sub_451b10","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_451B10.c"
"sub_451c10","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_451C10.c"
"sub_451d70","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_451D70.c"
"sub_451ea0","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_451EA0.c"
"sub_451f10","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_451F10.c"
"sub_451ff0","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_451FF0.c"
"sub_452090","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_452090.c"
"sub_4521d0","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_4521D0.c"
"sub_452220","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_452220.c"
"sub_4525d0","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_4525D0.c"
"sub_4526e0","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_4526E0.c"
"sub_452700","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_452700.c"
"sub_452750","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_452750.c"
"sub_452800","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_452800.c"
"sub_45283e","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_45283E.c"
"sub_452843","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_452843.c"
"sub_452890","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_452890.c"
"sub_4528dd","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_4528DD.c"
"sub_4528fa","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_4528FA.c"
"sub_452a30","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_452A30.c"
"sub_452a34","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_452A34.c"
"sub_452a4c","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_452A4C.c"
"sub_452a52","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_452A52.c"
"sub_452c79","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_452C79.c"
"sub_453985","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_453985.c"
"sub_453af0","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_453AF0.c"
"sub_453afb","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_453AFB.c"
"sub_453b3e","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_453B3E.c"
"sub_453b65","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_453B65.c"
"sub_453b82","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_453B82.c"
"sub_453b92","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_453B92.c"
"sub_455903","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_455903.c"
"sub_455dc4","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_455DC4.c"
"sub_455dcf","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_455DCF.c"
"sub_4569aa","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_4569AA.c"
"sub_458a58","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_458A58.c"
"sub_458b92","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_458B92.c"
"sub_459e0a","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_459E0A.c"
"sub_45b798","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_45B798.c"
"sub_45d758","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_45D758.c"
"sub_45de73","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_45DE73.c"
"sub_45de99","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_45DE99.c"
"sub_45dfac","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_45DFAC.c"
"sub_45dfb2","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_45DFB2.c"
"sub_4622b9","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_4622B9.c"
"sub_462469","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_462469.c"
"sub_4625d2","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_4625D2.c"
"sub_46311b","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_46311B.c"
"sub_46438a","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_46438A.c"
"sub_4648db","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_4648DB.c"
"sub_46556c","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_46556C.c"
"sub_46673e","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_46673E.c"
"sub_46714d","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_46714D.c"
"sub_4671f5","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_4671F5.c"
"sub_468100","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_468100.c"
"sub_46a230","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_46A230.c"
"sub_46a23a","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_46A23A.c"
"sub_46ad29","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_46AD29.c"
"sub_46fd00","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_46FD00.c"
"sub_46fdb0","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_46FDB0.c"
"sub_46fe60","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_46FE60.c"
"sub_46ff10","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_46FF10.c"
"sub_46fff0","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_46FFF0.c"
"sub_4700a0","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_4700A0.c"
"sub_470150","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_470150.c"
"sub_4701d0","yes","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_4701D0.c"
"sub_4702a0","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_4702A0.c"
"sub_470360","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_470360.c"
"sub_4703c0","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_4703C0.c"
"sub_470470","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_470470.c"
"sub_470520","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_470520.c"
"sub_4705d0","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_4705D0.c"
"sub_470680","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_470680.c"
"sub_470730","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_470730.c"
"sub_4707e0","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_4707E0.c"
"sub_470890","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_470890.c"
"sub_470940","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_470940.c"
"sub_4709f0","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_4709F0.c"
"sub_470aa0","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_470AA0.c"
"sub_470b50","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_470B50.c"
"sub_470c00","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_470C00.c"
"sub_470cb0","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_470CB0.c"
"sub_470d60","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_470D60.c"
"sub_470e10","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_470E10.c"
"sub_470ec0","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_470EC0.c"
"sub_470f70","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_470F70.c"
"sub_471020","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_471020.c"
"sub_4710d0","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_4710D0.c"
"sub_471180","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_471180.c"
"sub_471230","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_471230.c"
"sub_4712e0","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_4712E0.c"
"sub_471390","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_471390.c"
"sub_471440","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_471440.c"
"sub_4714f0","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_4714F0.c"
"sub_4715a0","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_4715A0.c"
"sub_471650","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_471650.c"
"sub_471730","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_471730.c"
"sub_4717e0","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_4717E0.c"
"sub_471890","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_471890.c"
"sub_471940","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_471940.c"
"sub_4719f0","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_4719F0.c"
"sub_471aa0","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_471AA0.c"
"sub_471b70","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_471B70.c"
"sub_471cf0","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_471CF0.c"
"sub_471e90","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_471E90.c"
"sub_471ea0","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_471EA0.c"
"sub_471eb0","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_471EB0.c"
"sub_471ec0","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_471EC0.c"
"sub_471ed0","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_471ED0.c"
"sub_471ee0","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_471EE0.c"
"sub_471ef0","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_471EF0.c"
"sub_471f00","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_471F00.c"
"sub_471f10","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_471F10.c"
"sub_471f20","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_471F20.c"
"sub_471f30","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_471F30.c"
"sub_471f40","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_471F40.c"
"sub_471f50","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_471F50.c"
"sub_471f60","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_471F60.c"
"sub_471f70","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_471F70.c"
"sub_471f80","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_471F80.c"
"sub_471f90","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_471F90.c"
"sub_471fa0","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_471FA0.c"
"sub_471fb0","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_471FB0.c"
"sub_471fc0","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_471FC0.c"
"sub_471fd0","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_471FD0.c"
"sub_471fe0","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_471FE0.c"
"sub_471ff0","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_471FF0.c"
"sub_472000","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_472000.c"
"sub_472010","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_472010.c"
"sub_472020","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_472020.c"
"sub_472040","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_472040.c"
"sub_472070","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_472070.c"
"sub_472080","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_472080.c"
"sub_472090","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_472090.c"
"sub_4720a0","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_4720A0.c"
"sub_4720c0","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_4720C0.c"
"sub_4720e0","yes","yes","🟡 (~90%)","growth/sub40DC90GrowthTick.ts","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_4720E0.c"
"sub_4720f0","yes","yes","🟡 (~90%)","growth/sub40DC90GrowthTick.ts","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_4720F0.c"
"sub_472100","yes","yes","🟡 (~90%)","growth/sub40DC90GrowthTick.ts","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_472100.c"
"sub_472110","yes","yes","🟡 (~90%)","growth/sub40DC90GrowthTick.ts","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_472110.c"
"sub_472120","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_472120.c"
"sub_472170","yes","yes","🟡 (~90%)","growth/lightTracingSub40E460.ts","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_472170.c"
"sub_472180","yes","yes","🟡 (~90%)","growth/lightTracingSub40E460.ts","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_472180.c"
"sub_4721a0","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_4721A0.c"
"sub_4721b0","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_4721B0.c"
"sub_4721c0","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_4721C0.c"
"sub_4721d0","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_4721D0.c"
"sub_4721e0","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_4721E0.c"
"sub_4721f0","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_4721F0.c"
"sub_472200","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_472200.c"
"sub_472210","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_472210.c"
"sub_472220","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_472220.c"
"sub_472230","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_472230.c"
"sub_472240","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_472240.c"
"sub_472250","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_472250.c"
"sub_472260","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_472260.c"
"sub_472270","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_472270.c"
"sub_472280","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_472280.c"
"sub_472290","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_472290.c"
"sub_4722a0","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_4722A0.c"
"sub_4722b0","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_4722B0.c"
"sub_4722c0","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_4722C0.c"
"sub_4722d0","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_4722D0.c"
"sub_4722e0","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_4722E0.c"
"sub_4722f0","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_4722F0.c"
"sub_472300","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_472300.c"
"sub_472310","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_472310.c"
"sub_472320","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_472320.c"
"sub_472330","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_472330.c"
"sub_472340","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_472340.c"
"sub_472350","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_472350.c"
"sub_472360","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_472360.c"
"sub_472370","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_472370.c"
"sub_472390","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_472390.c"
"sub_4723a0","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_4723A0.c"
"sub_4723c0","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_4723C0.c"
"sub_4723e0","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_4723E0.c"
"sub_4723f0","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_4723F0.c"
"sub_472400","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_472400.c"
"sub_472410","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_472410.c"
"sub_472420","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_472420.c"
"sub_472430","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_472430.c"
"sub_472440","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_472440.c"
"sub_472450","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_472450.c"
"sub_472460","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_472460.c"
"sub_472470","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_472470.c"
"sub_472480","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_472480.c"
"sub_472490","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_472490.c"
"sub_4724a0","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_4724A0.c"
"sub_4724b0","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_4724B0.c"
"sub_4724c0","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_4724C0.c"
"sub_4724f0","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_4724F0.c"
"sub_472520","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_472520.c"
"sub_472540","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_472540.c"
"sub_472550","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_472550.c"
"sub_472560","yes","yes","🟡 (~55%)","config/IniRegistrySub408600.ts","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_472560.c"
"sub_472570","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_472570.c"
"sub_472580","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_472580.c"
"sub_472590","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_472590.c"
"sub_4725b0","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_4725B0.c"
"sub_472620","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_472620.c"
"sub_472670","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_472670.c"
"sub_4726d1","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_4726D1.c"
"sub_4726dc","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_4726DC.c"
"sub_4726e7","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_4726E7.c"
"sub_4726f2","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_4726F2.c"
"sub_4726fc","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_4726FC.c"
"sub_472706","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_472706.c"
"sub_472710","no","no","","","C:\Users\pr\Downloads\GoBonsaiSetup\decompiled\sub_472710.c"
