"sub","mapped_any","status_known","status","ts","reachable_from_runtime","runtime_depth","phase","priority_score","direct_callers","direct_mapped_callers","direct_runtime_callers","total_call_sites","mapped_call_sites","caller_sample"
"sub_41b940","no","no","","","no","","P3-unreached","1","1","0","0","1","0","sub_41d000"
"sub_41ba60","no","no","","","no","","P3-unreached","1","1","0","0","1","0","sub_4283d0"
"sub_41bab0","no","no","","","no","","P3-unreached","1","1","0","0","1","0","sub_41d000"
"sub_41baf0","no","no","","","no","","P3-unreached","1","1","0","0","1","0","sub_41d000"
"sub_41c030","no","no","","","no","","P3-unreached","1","1","0","0","1","0","sub_428650"
"sub_41c0b0","no","no","","","no","","P3-unreached","1","1","0","0","1","0","sub_42b3d0"
"sub_41c130","no","no","","","no","","P3-unreached","1","1","0","0","1","0","sub_41cc30"
"sub_41c3d0","no","no","","","no","","P3-unreached","1","1","0","0","1","0","sub_41c130"
"sub_41d000","no","no","","","no","","P3-unreached","1","1","0","0","1","0","sub_41cc30"
"sub_41e0b0","no","no","","","no","","P3-unreached","1","1","0","0","1","0","sub_41dd60"
"sub_41f5a0","no","no","","","no","","P3-unreached","1","1","0","0","1","0","sub_41e880"
"sub_41f7f0","no","no","","","no","","P3-unreached","1","1","0","0","1","0","sub_41e880"
"sub_41ff90","no","no","","","no","","P3-unreached","1","1","0","0","1","0","sub_41e880"
"sub_4208d0","no","no","","","no","","P3-unreached","1","1","0","0","1","0","sub_426b20"
"sub_421030","no","no","","","no","","P3-unreached","1","1","0","0","1","0","sub_426b70"
"sub_421370","no","no","","","no","","P3-unreached","1","1","0","0","1","0","sub_427250"
"sub_421960","no","no","","","no","","P3-unreached","1","1","0","0","1","0","sub_41e880"
"sub_422750","no","no","","","no","","P3-unreached","1","1","0","0","1","0","sub_426b20"
"sub_422b80","no","no","","","no","","P3-unreached","1","1","0","0","1","0","sub_426b70"
"sub_423640","no","no","","","no","","P3-unreached","1","1","0","0","1","0","sub_422b80"
"sub_423d40","no","no","","","no","","P3-unreached","1","1","0","0","1","0","sub_422750"
"sub_424190","no","no","","","no","","P3-unreached","1","1","0","0","1","0","sub_422750"
"sub_4245e0","no","no","","","no","","P3-unreached","1","1","0","0","1","0","sub_422750"
"sub_425320","no","no","","","no","","P3-unreached","1","1","0","0","1","0","sub_43ac20"
"sub_425e90","no","no","","","no","","P3-unreached","1","1","0","0","1","0","sub_452700"
"sub_426710","no","no","","","no","","P3-unreached","1","1","0","0","1","0","sub_4267b0"
"sub_426b20","no","no","","","no","","P3-unreached","1","1","0","0","1","0","sub_41dd60"
"sub_426cb0","no","no","","","no","","P3-unreached","1","1","0","0","1","0","sub_4268e0"
"sub_426e40","no","no","","","no","","P3-unreached","1","1","0","0","1","0","sub_4268e0"
"sub_426f10","no","no","","","no","","P3-unreached","1","1","0","0","1","0","sub_422750"
"sub_427980","no","no","","","no","","P3-unreached","1","1","0","0","1","0","sub_41ff90"
"sub_427cb0","no","no","","","no","","P3-unreached","1","1","0","0","1","0","sub_421960"
"sub_427f30","no","no","","","no","","P3-unreached","1","1","0","0","1","0","sub_412700"
"sub_428070","no","no","","","no","","P3-unreached","1","1","0","0","1","0","sub_41c3d0"
"sub_428310","no","no","","","no","","P3-unreached","1","1","0","0","1","0","sub_425320"
"sub_428710","no","no","","","no","","P3-unreached","1","1","0","0","1","0","sub_428650"
"sub_428790","no","no","","","no","","P3-unreached","1","1","0","0","1","0","sub_4724f0"
"sub_428830","no","no","","","no","","P3-unreached","1","1","0","0","1","0","sub_428650"
"sub_428dd0","no","no","","","no","","P3-unreached","1","1","0","0","1","0","sub_428830"
"sub_429000","no","no","","","no","","P3-unreached","1","1","0","0","1","0","sub_428dd0"
"sub_429330","no","no","","","no","","P3-unreached","1","1","0","0","1","0","sub_429000"
"sub_4293c0","no","no","","","no","","P3-unreached","1","1","0","0","1","0","sub_429000"
"sub_429460","no","no","","","no","","P3-unreached","1","1","0","0","1","0","sub_429000"
"sub_4294f0","no","no","","","no","","P3-unreached","1","1","0","0","1","0","sub_429000"
"sub_429810","no","no","","","no","","P3-unreached","1","1","0","0","1","0","sub_428710"
"sub_4298f0","no","no","","","no","","P3-unreached","1","1","0","0","1","0","sub_428710"
"sub_429b10","no","no","","","no","","P3-unreached","1","1","0","0","1","0","sub_428710"
"sub_429bf0","no","no","","","no","","P3-unreached","1","1","0","0","1","0","sub_4283d0"
"sub_429dc0","no","no","","","no","","P3-unreached","1","1","0","0","1","0","sub_4283d0"
"sub_42a020","no","no","","","no","","P3-unreached","1","1","0","0","1","0","sub_429bf0"
"sub_42a3e0","no","no","","","no","","P3-unreached","1","1","0","0","1","0","sub_429bf0"
"sub_42a8d0","no","no","","","no","","P3-unreached","1","1","0","0","1","0","sub_429bf0"
"sub_42b200","no","no","","","no","","P3-unreached","1","1","0","0","1","0","sub_42a8d0"
"sub_42b330","no","no","","","no","","P3-unreached","1","1","0","0","1","0","sub_472520"
"sub_42b4a0","no","no","","","no","","P3-unreached","1","1","0","0","1","0","sub_42b3d0"
"sub_42b4f0","no","no","","","no","","P3-unreached","1","1","0","0","1","0","sub_42b3d0"
"sub_42b840","no","no","","","no","","P3-unreached","1","1","0","0","1","0","sub_42b4f0"
"sub_42b980","no","no","","","no","","P3-unreached","1","1","0","0","1","0","sub_42b840"
"sub_42bc70","no","no","","","no","","P3-unreached","1","1","0","0","1","0","sub_42b4f0"
"sub_42bdd0","no","no","","","no","","P3-unreached","1","1","0","0","1","0","sub_42b4f0"
"sub_42c130","no","no","","","no","","P3-unreached","1","1","0","0","1","0","sub_42b4a0"
"sub_42c1d0","no","no","","","no","","P3-unreached","1","1","0","0","1","0","sub_42bdd0"
"sub_42c6b0","no","no","","","no","","P3-unreached","1","1","0","0","1","0","sub_4283d0"
"sub_42c7d0","no","no","","","no","","P3-unreached","1","1","0","0","1","0","sub_4283d0"
"sub_42c970","no","no","","","no","","P3-unreached","1","1","0","0","1","0","sub_42c6b0"
"sub_42cb30","no","no","","","no","","P3-unreached","1","1","0","0","1","0","sub_42c6b0"
"sub_42d070","no","no","","","no","","P3-unreached","1","1","0","0","1","0","sub_42c6b0"
"sub_42d640","no","no","","","no","","P3-unreached","1","1","0","0","1","0","sub_42d070"
"sub_42d910","no","no","","","no","","P3-unreached","1","1","0","0","1","0","sub_42a020"
"sub_42d980","no","no","","","no","","P3-unreached","1","1","0","0","1","0","sub_42a8d0"
"sub_42da40","no","no","","","no","","P3-unreached","1","1","0","0","1","0","sub_428830"
"sub_42db00","no","no","","","no","","P3-unreached","1","1","0","0","1","0","sub_429460"
"sub_42dc80","no","no","","","no","","P3-unreached","1","1","0","0","1","0","sub_42b980"
"sub_42df90","no","no","","","no","","P3-unreached","1","1","0","0","1","0","sub_42dda0"
"sub_42e270","no","no","","","no","","P3-unreached","1","1","0","0","1","0","sub_451ff0"
"sub_42e330","no","no","","","no","","P3-unreached","1","1","0","0","1","0","sub_452090"
"sub_42e3a0","no","no","","","no","","P3-unreached","1","1","0","0","1","0","sub_452750"
"sub_42e410","no","no","","","no","","P3-unreached","1","1","0","0","1","0","sub_452800"
"sub_42e630","no","no","","","no","","P3-unreached","1","1","0","0","1","0","sub_452220"
"sub_42eb50","no","no","","","no","","P3-unreached","1","1","0","0","1","0","sub_452220"
"sub_42f130","no","no","","","no","","P3-unreached","1","1","0","0","1","0","sub_42f300"
"sub_42f380","no","no","","","no","","P3-unreached","1","1","0","0","1","0","sub_42f420"
"sub_42ff00","no","no","","","no","","P3-unreached","1","1","0","0","1","0","sub_406d10"
"sub_42ffb0","no","no","","","no","","P3-unreached","1","1","0","0","1","0","sub_406d10"
"sub_4301a0","no","no","","","no","","P3-unreached","1","1","0","0","1","0","sub_406770"
"sub_4301d0","no","no","","","no","","P3-unreached","1","1","0","0","1","0","sub_431620"
"sub_4332c0","no","no","","","no","","P3-unreached","1","1","0","0","1","0","sub_42fe50"
"sub_433370","no","no","","","no","","P3-unreached","1","1","0","0","1","0","sub_433350"
"sub_434540","no","no","","","no","","P3-unreached","1","1","0","0","1","0","sub_42ff00"
"sub_4346a0","no","no","","","no","","P3-unreached","1","1","0","0","1","0","sub_434800"
"sub_4349c0","no","no","","","no","","P3-unreached","1","1","0","0","1","0","sub_42ff00"
"sub_434bb0","no","no","","","no","","P3-unreached","1","1","0","0","1","0","sub_4332c0"
"sub_435400","no","no","","","no","","P3-unreached","1","1","0","0","1","0","sub_434240"
"sub_435450","no","no","","","no","","P3-unreached","1","1","0","0","1","0","sub_42ffb0"
"sub_435790","no","no","","","no","","P3-unreached","1","1","0","0","1","0","sub_42ffb0"
"sub_436780","no","no","","","no","","P3-unreached","1","1","0","0","1","0","sub_4077d0"
"sub_4369b0","no","no","","","no","","P3-unreached","1","1","0","0","1","0","sub_435450"
"sub_436c00","no","no","","","no","","P3-unreached","1","1","0","0","1","0","sub_435f40"
"sub_436cd0","no","no","","","no","","P3-unreached","1","1","0","0","1","0","sub_435a60"
"sub_436f60","no","no","","","no","","P3-unreached","1","1","0","0","1","0","sub_435ae0"
"sub_436ff0","no","no","","","no","","P3-unreached","1","1","0","0","1","0","sub_435ae0"
"sub_4375b0","no","no","","","no","","P3-unreached","1","1","0","0","1","0","sub_41d000"
"sub_437640","no","no","","","no","","P3-unreached","1","1","0","0","1","0","sub_41d000"
"sub_437fe0","no","no","","","no","","P3-unreached","1","1","0","0","1","0","sub_41f750"
"sub_438390","no","no","","","no","","P3-unreached","1","1","0","0","1","0","sub_426c00"
"sub_4385d0","no","no","","","no","","P3-unreached","1","1","0","0","1","0","sub_4283d0"
"sub_4387b0","no","no","","","no","","P3-unreached","1","1","0","0","1","0","sub_4386c0"
"sub_4388e0","no","no","","","no","","P3-unreached","1","1","0","0","1","0","sub_4385d0"
"sub_4389f0","no","no","","","no","","P3-unreached","1","1","0","0","1","0","sub_428190"
"sub_438b90","no","no","","","no","","P3-unreached","1","1","0","0","1","0","sub_451d70"
"sub_439810","no","no","","","no","","P3-unreached","1","1","0","0","1","0","sub_452090"
"sub_439920","no","","","","no","","P3-unreached","1","1","0","0","1","0","sub_452220"
"sub_43ac20","no","no","","","no","","P3-unreached","1","1","0","0","1","0","sub_43ab90"
"sub_43d6b0","no","no","","","no","","P3-unreached","1","1","0","0","1","0","sub_43ac20"
"sub_43d6e0","no","no","","","no","","P3-unreached","1","1","0","0","1","0","sub_43ac20"
"sub_43d740","no","no","","","no","","P3-unreached","1","1","0","0","1","0","sub_43ac20"
"sub_43d790","no","no","","","no","","P3-unreached","1","1","0","0","1","0","sub_43ac20"
"sub_43d7e0","no","no","","","no","","P3-unreached","1","1","0","0","1","0","sub_4392b0"
"sub_43d880","no","no","","","no","","P3-unreached","1","1","0","0","1","0","sub_43b270"
"sub_43db40","no","no","","","no","","P3-unreached","1","1","0","0","1","0","sub_43c2f0"
"sub_43dbe0","no","no","","","no","","P3-unreached","1","1","0","0","1","0","sub_43c2f0"
"sub_43dc30","no","no","","","no","","P3-unreached","1","1","0","0","1","0","sub_4392b0"
"sub_43dd40","no","no","","","no","","P3-unreached","1","1","0","0","1","0","sub_43c650"
"sub_43de70","no","no","","","no","","P3-unreached","1","1","0","0","1","0","sub_43c7d0"
"sub_43e180","no","no","","","no","","P3-unreached","1","1","0","0","1","0","sub_43ca00"
"sub_43e230","no","no","","","no","","P3-unreached","1","1","0","0","1","0","sub_43ca00"
"sub_43e2e0","no","no","","","no","","P3-unreached","1","1","0","0","1","0","sub_43cf10"
"sub_43e330","no","no","","","no","","P3-unreached","1","1","0","0","1","0","sub_4392b0"
"sub_43e390","no","no","","","no","","P3-unreached","1","1","0","0","1","0","sub_43d1b0"
"sub_43e3e0","no","no","","","no","","P3-unreached","1","1","0","0","1","0","sub_4392b0"
"sub_43e470","no","no","","","no","","P3-unreached","1","1","0","0","1","0","sub_43d6b0"
"sub_43e550","no","no","","","no","","P3-unreached","1","1","0","0","1","0","sub_43d1b0"
"sub_43e5a0","no","no","","","no","","P3-unreached","1","1","0","0","1","0","sub_4392b0"
"sub_43e630","no","no","","","no","","P3-unreached","1","1","0","0","1","0","sub_43d6b0"
"sub_43ef30","no","no","","","no","","P3-unreached","1","1","0","0","1","0","sub_451f10"
"sub_43f520","no","no","","","no","","P3-unreached","1","1","0","0","1","0","sub_452090"
"sub_43fa40","no","no","","","no","","P3-unreached","1","1","0","0","1","0","sub_452220"
"sub_4400e0","no","no","","","no","","P3-unreached","1","1","0","0","1","0","sub_412700"
"sub_4401a0","no","no","","","no","","P3-unreached","1","1","0","0","1","0","sub_440d50"
"sub_4403f0","no","no","","","no","","P3-unreached","1","1","0","0","1","0","sub_4401a0"
"sub_440720","no","no","","","no","","P3-unreached","1","1","0","0","1","0","sub_4401a0"
"sub_440d50","no","no","","","no","","P3-unreached","1","1","0","0","1","0","sub_4400e0"
"sub_4417c0","no","no","","","no","","P3-unreached","1","1","0","0","1","0","sub_452220"
"sub_441ef0","no","no","","","no","","P3-unreached","1","1","0","0","1","0","sub_471940"
"sub_442410","no","no","","","no","","P3-unreached","1","1","0","0","1","0","sub_4719f0"
"sub_442640","no","no","","","no","","P3-unreached","1","1","0","0","1","0","sub_471aa0"
"sub_4426b0","no","no","","","no","","P3-unreached","1","1","0","0","1","0","sub_440720"
"sub_4428a0","no","no","","","no","","P3-unreached","1","1","0","0","1","0","sub_440720"
"sub_442ab0","no","no","","","no","","P3-unreached","1","1","0","0","1","0","sub_440720"
"sub_442ca0","no","no","","","no","","P3-unreached","1","1","0","0","1","0","sub_440720"
"sub_442e90","no","no","","","no","","P3-unreached","1","1","0","0","1","0","sub_440720"
"sub_443270","no","no","","","no","","P3-unreached","1","1","0","0","1","0","sub_440720"
"sub_443460","no","no","","","no","","P3-unreached","1","1","0","0","1","0","sub_440720"
"sub_4439a0","no","no","","","no","","P3-unreached","1","1","0","0","1","0","sub_440720"
"sub_443b80","no","no","","","no","","P3-unreached","1","1","0","0","1","0","sub_440720"
"sub_443ee0","no","no","","","no","","P3-unreached","1","1","0","0","1","0","sub_440720"
"sub_4442b0","no","no","","","no","","P3-unreached","1","1","0","0","1","0","sub_440d50"
"sub_4442e0","no","no","","","no","","P3-unreached","1","1","0","0","1","0","sub_4401a0"
"sub_444c00","no","no","","","no","","P3-unreached","1","1","0","0","1","0","sub_440d50"
"sub_444e90","no","no","","","no","","P3-unreached","1","1","0","0","1","0","sub_4443a0"
"sub_4468b0","no","no","","","no","","P3-unreached","1","1","0","0","1","0","sub_4458e0"
"sub_446a10","no","no","","","no","","P3-unreached","1","1","0","0","1","0","sub_440d50"
"sub_446a30","no","no","","","no","","P3-unreached","1","1","0","0","1","0","sub_444d50"
"sub_446b80","no","no","","","no","","P3-unreached","1","1","0","0","1","0","sub_4442e0"
"sub_4476a0","no","no","","","no","","P3-unreached","1","1","0","0","1","0","sub_444ff0"
"sub_448da0","no","no","","","no","","P3-unreached","1","1","0","0","1","0","sub_446c70"
"sub_448f90","no","no","","","no","","P3-unreached","1","1","0","0","1","0","sub_446a30"
"sub_449180","no","no","","","no","","P3-unreached","1","1","0","0","1","0","sub_447d10"
"sub_44a3b0","no","no","","","no","","P3-unreached","1","1","0","0","1","0","sub_44b670"
"sub_44a550","no","no","","","no","","P3-unreached","1","1","0","0","1","0","sub_444dd0"
"sub_44b670","no","no","","","no","","P3-unreached","1","1","0","0","1","0","sub_4458e0"
"sub_44b980","no","no","","","no","","P3-unreached","1","1","0","0","1","0","sub_44b280"
"sub_44ba40","no","no","","","no","","P3-unreached","1","1","0","0","1","0","sub_44b3d0"
"sub_44bbb0","no","no","","","no","","P3-unreached","1","1","0","0","1","0","sub_44b520"
"sub_44bda0","no","no","","","no","","P3-unreached","1","1","0","0","1","0","sub_440d50"
"sub_44be10","no","no","","","no","","P3-unreached","1","1","0","0","1","0","sub_44bbb0"
"sub_44bfe0","no","no","","","no","","P3-unreached","1","1","0","0","1","0","sub_4401a0"
"sub_44c4d0","no","no","","","no","","P3-unreached","1","1","0","0","1","0","sub_446a30"
"sub_44c650","no","no","","","no","","P3-unreached","1","1","0","0","1","0","sub_444dd0"
"sub_44cb50","no","no","","","no","","P3-unreached","1","1","0","0","1","0","sub_44cb90"
"sub_44ce00","no","no","","","no","","P3-unreached","1","1","0","0","1","0","sub_44ce30"
"sub_44d3f0","no","no","","","no","","P3-unreached","1","1","0","0","1","0","sub_44d5c0"
"sub_44d5c0","no","no","","","no","","P3-unreached","1","1","0","0","1","0","sub_44d670"
"sub_44d7f0","no","no","","","no","","P3-unreached","1","1","0","0","1","0","sub_44cd00"
"sub_44e030","no","no","","","no","","P3-unreached","1","1","0","0","1","0","sub_413350"
"sub_44e6c0","no","no","","","no","","P3-unreached","1","1","0","0","1","0","sub_4130d0"
"sub_44e830","no","no","","","no","","P3-unreached","1","1","0","0","1","0","sub_413350"
"sub_44eba0","no","no","","","no","","P3-unreached","1","1","0","0","1","0","sub_44e830"
"sub_44ed10","no","no","","","no","","P3-unreached","1","1","0","0","1","0","sub_44eba0"
"sub_44f150","no","no","","","no","","P3-unreached","1","1","0","0","1","0","sub_412480"
"sub_44f510","no","no","","","no","","P3-unreached","1","1","0","0","1","0","sub_44e830"
"sub_44f970","no","no","","","no","","P3-unreached","1","1","0","0","1","0","sub_44f150"
"sub_44fba0","no","no","","","no","","P3-unreached","1","1","0","0","1","0","sub_44f150"
"sub_44fee0","no","no","","","no","","P3-unreached","1","1","0","0","1","0","sub_44f150"
"sub_450440","no","no","","","no","","P3-unreached","1","1","0","0","1","0","sub_44f150"
"sub_451040","no","no","","","no","","P3-unreached","1","1","0","0","1","0","sub_450f00"
"sub_451ea0","no","no","","","no","","P3-unreached","1","1","0","0","1","0","sub_41bd30"
"sub_451f10","no","no","","","no","","P3-unreached","1","1","0","0","1","0","sub_41bb30"
"sub_451ff0","no","no","","","no","","P3-unreached","1","1","0","0","1","0","sub_41bdb0"
"sub_452090","no","no","","","no","","P3-unreached","1","1","0","0","1","0","sub_41be30"
"sub_4521d0","no","no","","","no","","P3-unreached","1","1","0","0","1","0","sub_41bbb0"
"sub_452220","no","no","","","no","","P3-unreached","1","1","0","0","1","0","sub_41bfb0"
"sub_4525d0","no","no","","","no","","P3-unreached","1","1","0","0","1","0","sub_41bcb0"
"sub_4526e0","no","no","","","no","","P3-unreached","1","1","0","0","1","0","sub_41bc30"
"sub_452700","no","no","","","no","","P3-unreached","1","1","0","0","1","0","sub_451d70"
"sub_452750","no","no","","","no","","P3-unreached","1","1","0","0","1","0","sub_41beb0"
"sub_452800","no","no","","","no","","P3-unreached","1","1","0","0","1","0","sub_41bf30"
"sub_453985","no","no","","","no","","P3-unreached","1","1","0","0","1","0","sub_44dce0"
"sub_453b82","no","no","","","no","","P3-unreached","1","1","0","0","1","0","sub_453b92"
"sub_46438a","no","no","","","no","","P3-unreached","1","1","0","0","1","0","sub_46714d"
"sub_4648db","no","no","","","no","","P3-unreached","1","1","0","0","1","0","sub_4671f5"
"sub_471e90","no","no","","","no","","P3-unreached","1","1","0","0","1","0","sub_46fd00"
"sub_471ea0","no","no","","","no","","P3-unreached","1","1","0","0","1","0","sub_46fdb0"
"sub_471eb0","no","no","","","no","","P3-unreached","1","1","0","0","1","0","sub_46fe60"
"sub_471ec0","no","no","","","no","","P3-unreached","1","1","0","0","1","0","sub_403c50"
"sub_471ed0","no","no","","","no","","P3-unreached","1","1","0","0","1","0","sub_403c50"
"sub_471ee0","no","no","","","no","","P3-unreached","1","1","0","0","1","0","sub_403c50"
"sub_471ef0","no","no","","","no","","P3-unreached","1","1","0","0","1","0","sub_403c50"
"sub_471f00","no","no","","","no","","P3-unreached","1","1","0","0","1","0","sub_403c50"
"sub_471f10","no","no","","","no","","P3-unreached","1","1","0","0","1","0","sub_403c50"
"sub_471f20","no","no","","","no","","P3-unreached","1","1","0","0","1","0","sub_403c50"
"sub_471f30","no","no","","","no","","P3-unreached","1","1","0","0","1","0","sub_403c50"
"sub_471f40","no","no","","","no","","P3-unreached","1","1","0","0","1","0","sub_403c50"
"sub_471f50","no","no","","","no","","P3-unreached","1","1","0","0","1","0","sub_403c50"
"sub_471f60","no","no","","","no","","P3-unreached","1","1","0","0","1","0","sub_403c50"
"sub_471f70","no","no","","","no","","P3-unreached","1","1","0","0","1","0","sub_403c50"
"sub_471f80","no","no","","","no","","P3-unreached","1","1","0","0","1","0","sub_403c50"
"sub_471f90","no","no","","","no","","P3-unreached","1","1","0","0","1","0","sub_403c50"
"sub_471fa0","no","no","","","no","","P3-unreached","1","1","0","0","1","0","sub_403c50"
"sub_471fb0","no","no","","","no","","P3-unreached","1","1","0","0","1","0","sub_403c50"
"sub_471fc0","no","no","","","no","","P3-unreached","1","1","0","0","1","0","sub_403c50"
"sub_471fd0","no","no","","","no","","P3-unreached","1","1","0","0","1","0","sub_403c50"
"sub_471fe0","no","no","","","no","","P3-unreached","1","1","0","0","1","0","sub_403c50"
"sub_471ff0","no","no","","","no","","P3-unreached","1","1","0","0","1","0","sub_403c50"
"sub_401470","yes","yes","✅ (~95%)","math/Vec3Sub40xPrimitives.ts","yes","1","mapped","0","20","12","11","44","19","sub_402040, sub_402310, sub_402600, sub_402880, sub_408590, sub_408a30, sub_408d60, sub_40a0e0"
"sub_4032d0","yes","yes","✅ (~90%)","config/IniRegistrySub408600.ts","yes","1","mapped","0","66","10","10","88","20","sub_4033d0, sub_409130, sub_40a8b0, sub_40dc90, sub_40e230, sub_40e460, sub_40ea30, sub_412700"
"sub_401430","yes","yes","✅ (~95%)","math/Vec3Sub40xPrimitives.ts","yes","1","mapped","0","18","10","9","41","21","sub_401690, sub_401b10, sub_402040, sub_402600, sub_408d60, sub_4093b0, sub_409910, sub_40a0e0"
"sub_4013f0","yes","yes","✅ (~95%)","math/Vec3Sub40xPrimitives.ts","yes","1","mapped","0","15","8","7","21","11","sub_401690, sub_401b10, sub_402310, sub_402880, sub_40d1a0, sub_40e460, sub_411000, sub_412d20"
"sub_40fd70","yes","yes","✅ (~90%)","config/IniRegistrySub408600.ts","yes","1","mapped","0","17","8","6","21","8","sub_401ce0, sub_4038b0, sub_4039a0, sub_406ae0, sub_408600, sub_408700, sub_40cfa0, sub_40e0a0"
"sub_401540","yes","yes","🟡","MetabolismService.ts`, косвенно Three.js","yes","1","mapped","0","12","8","6","16","11","sub_402040, sub_4081f0, sub_408a30, sub_4093b0, sub_409910, sub_40e230, sub_4146f0, sub_414a70"
"sub_408600","yes","yes","🟡 (~85%)","config/IniRegistrySub408600.ts","yes","1","mapped","0","40","7","7","47","11","sub_409130, sub_40a8b0, sub_40dc90, sub_40e230, sub_40e460, sub_40ea30, sub_412d20, sub_4130d0"
"sub_401500","yes","yes","✅ (~95%)","math/Vec3Sub40xPrimitives.ts","yes","1","mapped","0","15","7","7","25","12","sub_401b10, sub_402040, sub_40bb50, sub_40c320, sub_40d1a0, sub_40e230, sub_40e460, sub_40eee0"
"sub_4079c0","yes","no","","","yes","1","mapped","0","11","7","7","13","8","sub_403b40, sub_403ba0, sub_40d960, sub_40dc90, sub_40e0a0, sub_413350, sub_413cf0, sub_413f50"
"sub_401dd0","yes","yes","🟡 (~84%)","config/IniRegistrySub408600.ts`, `growth/sub40DC90GrowthTick.ts`, `growth/lightTracingSub40E460.ts","yes","2","mapped","0","70","6","15","70","6","sub_471e90, sub_471ea0, sub_471eb0, sub_472010, sub_472040, sub_472070, sub_472080, sub_472090"
"sub_408470","yes","yes","🟡 (~88%)","math/Vec3Sub40xPrimitives.ts","yes","1","mapped","0","6","5","5","9","8","sub_408a30, sub_40d230, sub_414a70, sub_416510, sub_417ff0, sub_418bd0"
"sub_403a90","yes","no","","","yes","2","mapped","0","5","5","5","5","5","sub_40fa00, sub_40fad0, sub_40fba0, sub_413c20, sub_415800"
"sub_4015f0","yes","yes","✅ (~92%)","math/Sub4015F0.ts","yes","1","mapped","0","10","4","3","12","4","sub_401ae0, sub_402aa0, sub_40d6c0, sub_40f140, sub_411000, sub_4139d0, sub_4146f0, sub_4153d0"
"sub_4158d0","yes","yes","🔶","—","yes","1","mapped","0","5","4","3","9","8","sub_415ab0, sub_417620, sub_417ff0, sub_418660, sub_4188e0"
"sub_401180","yes","yes","✅ (~90%)","math/Vec3Sub40xPrimitives.ts","yes","1","mapped","0","5","4","4","8","7","sub_401190, sub_414a70, sub_416510, sub_417ff0, sub_418bd0"
"sub_4159c0","yes","yes","🟡","config/GrowthConstants.ts` (`sampleMaxGrowth452Sub4159C0`), `branchingDispatcher…`, `TreeSection.createBudFromSeed","yes","1","mapped","0","5","4","3","7","6","sub_417440, sub_417620, sub_417ff0, sub_418660, sub_4188e0"
"sub_414e10","yes","yes","🟡 (~78%)","growth/sub414E10.ts`, `growth/virtualSlot36.ts","yes","0","mapped","0","5","4","2","5","4","sub_415ef0, sub_416510, sub_417440, sub_417620, sub_417c90"
"sub_40fad0","yes","yes","🟡 (~90%)","config/SectionTypeRegistrySub401730.ts","yes","1","mapped","0","4","4","3","4","4","sub_40e460, sub_40f140, sub_40fc70, sub_4163b0"
"sub_43fd00","yes","yes","🟡 (~60%)","config/IniRegistrySub408600.ts","yes","2","mapped","0","16","3","3","28","3","sub_401ce0, sub_401dd0, sub_4038b0, sub_4039a0, sub_406770, sub_407bb0, sub_407eb0, sub_408600"
"sub_472560","yes","yes","🟡 (~55%)","config/IniRegistrySub408600.ts","yes","2","mapped","0","16","3","3","28","3","sub_401ce0, sub_401dd0, sub_4038b0, sub_4039a0, sub_406770, sub_407bb0, sub_407eb0, sub_408600"
"sub_4037b0","yes","yes","✅ (~90%)","config/IniRegistrySub408600.ts","yes","2","mapped","0","13","3","5","19","4","sub_401ce0, sub_4032d0, sub_4038b0, sub_4039a0, sub_408600, sub_40cfa0, sub_40ffc0, sub_4403f0"
"sub_44f2a0","yes","yes","🔶","*нет* — пайплайн Three.js","no","","mapped","0","12","3","0","18","4","sub_409130, sub_40a8b0, sub_411000, sub_413350, sub_416030, sub_416ec0, sub_417070, sub_4179b0"
"sub_408590","yes","yes","✅ (~95%)","math/Vec3Sub40xPrimitives.ts","yes","1","mapped","0","9","3","3","17","4","sub_408a30, sub_40a0e0, sub_40a320, sub_40a440, sub_40d230, sub_40e230, sub_411000, sub_417ff0"
"sub_401730","yes","yes","✅ (~90%)","config/SectionTypeRegistrySub401730.ts","yes","2","mapped","0","7","3","4","11","4","sub_4017d0, sub_401830, sub_402bc0, sub_403a90, sub_4079c0, sub_40a200, sub_40f8f0"
"sub_4085b0","yes","yes","✅ (~90%)","math/Vec3Sub40xPrimitives.ts`, `growth/perFramePhysicsSub4143E0.ts","yes","1","mapped","0","4","3","2","6","4","sub_4093b0, sub_409910, sub_40f140, sub_414870"
"sub_40fba0","yes","no","","","yes","1","mapped","0","6","3","3","6","3","sub_40e460, sub_4139d0, sub_414ce0, sub_4154b0, sub_416300, sub_417bb0"
"sub_450c80","yes","yes","✅ (~90%)","growth/sub450C80.ts`, `growth/virtualSlot36.ts`, `growth/detachPipelineSub40EEE0.ts","yes","1","mapped","0","5","3","2","6","4","sub_40eee0, sub_415c10, sub_415ed0, sub_417620, sub_417c90"
"sub_413f50","yes","yes","🟡","частично `TreeSection` / `branchingDispatcherSub417F40","yes","2","mapped","0","5","3","1","5","3","sub_4159c0, sub_4163b0, sub_417220, sub_417550, sub_417bb0"
"sub_4151b0","yes","yes","🟡 (~85%)","growth/materialCurveSub4151B0.ts`, `SectionColorService.ts","no","","mapped","0","4","3","0","5","4","sub_416030, sub_417070, sub_4179b0, sub_418f10"
"sub_4010c0","yes","yes","✅","math/Sub416510Rotation.ts","yes","1","mapped","0","3","3","3","4","4","sub_414a70, sub_416510, sub_418bd0"
